0451279,Wonder Woman,2017-06-02,2018-03-29 08:33:07.043984,Warner Bros.,Atlas Entertainment,Cruel & Unusual Films,DC Entertainment,Dune Entertainment,Tencent Pictures,Wanda Pictures
5592248,The Beguiled,2017-06-30,2018-03-29 08:33:07.813831,American Zoetrope,FR Productions
5649144,The Florida Project,2017-11-10,2018-03-29 08:33:13.072309,Cre Film,Freestyle Picture Company,June Pictures,Sweet Tomato Films
4995790,The Square,2017-08-25,2018-03-29 08:33:14.650773,Plattform Produktion,Arte France Cinéma,Coproduction Office,Det Danske Filminstitut,Essential Filmproduktion GmbH,Film i Väst,Film i Väst,Imperative Entertainment,Minorordningen,Nordisk Film- & TV-Fond,Sveriges Television (SVT),Swedish Film Institute,Yle to 1 Finland,ZDF/Arte
5715874,The Killing of a Sacred Deer,2017-11-03,2018-03-29 08:33:15.282113,Element Pictures,A24,Film4
2345759,The Mummy,2017-06-09,2018-03-29 08:33:17.021363,Universal Pictures,Dark Universe,Dentsu,Perfect World Pictures (Beijing),Sean Daniel Company,Secret Hideout
2932536,47 Meters Down,2017-06-16,2018-03-29 08:33:18.533287,thefyzz,Tea Shop & Film Company,Entertainment Studios Motion Pictures,Dimension Films,Altitude Film Sales,Dragon Root Securities,Flexibon Films,Lantica Media
5208216,Wonderstruck,2017-10-20,2018-03-29 08:33:19.097674,Amazon Studios,Cinetic Media,FilmNation Entertainment,Killer Films,Picrow
4846232,Good Time,2017-08-25,2018-03-29 08:33:19.780650,Elara Pictures,Rhea Films (II)
3967856,Okja,2017-06-28,2018-03-29 08:33:21.380077,Kate Street Picture Company,Lewis Pictures,Plan B Entertainment
6304162,Loveless,2017-06-01,2018-03-29 08:33:22.108681,Non-Stop Productions,Fetisoff Illusion,Why Not Productions,Senator Film Produktion,Les Films du Fleuve,Arte France Cinéma,Eurimages,ARTE France,Canal+,Westdeutscher Rundfunk (WDR),Cine+,Wild Bunch
