2283362,Jumanji: Welcome to the Jungle,2017-12-20,2018-03-28 21:26:14.533075,Matt Tolmach Productions,Radar Pictures,Seven Bucks Productions,Sony Pictures Entertainment (SPE)
1485796,The Greatest Showman,2017-12-20,2018-03-28 21:26:15.284422,Chernin Entertainment,TSG Entertainment,Twentieth Century Fox
2527336,Star Wars: Episode VIII - The Last Jedi,2017-12-15,2018-03-28 21:26:16.247426,Walt Disney Pictures,Lucasfilm,Ram Bergman Productions
3411444,Ferdinand,2017-12-15,2018-03-28 21:26:16.986173,Blue Sky Studios,Davis Entertainment,Twentieth Century Fox Animation
4765284,Pitch Perfect 3,2017-12-22,2018-03-28 21:26:17.759701,Gold Circle Films,Perfect World Pictures,Universal Pictures
5519340,Bright,2017-12-22,2018-03-28 21:26:18.591849,Clubhouse Pictures (II),Overbrook Entertainment,Netflix
6294822,The Post,2018-01-12,2018-03-28 21:26:19.323694,Amblin Entertainment,DreamWorks,Participant Media,Pascal Pictures,Star Thrower Entertainment
5294550,All the Money in the World,2017-12-25,2018-03-28 21:26:20.040910,Imperative Entertainment,Panorama Films,RedRum Films,Scott Free Productions,TriStar Productions
1966359,Father Figures,2017-12-22,2018-03-28 21:26:20.641195,Alcon Entertainment,DMG Entertainment,"Montecito Picture Company, The"
6204340,Bullet Head,2017-12-08,2018-03-28 21:26:21.230443,Millennium Media,Nu Boyana Film Studios,Principato-Young Entertainment,Sunset Junction Entertainment
5612742,F*&% the Prom,2017-12-05,2018-03-28 21:26:21.794764,Big Block Media Holdings,Fine Brothers Entertainment
6769508,Steel Rain,2017-12-14,2018-03-28 21:26:22.495289,Mofac
5721088,Just Getting Started,2017-12-08,2018-03-28 21:26:23.196140,Broad Green Pictures,Endurance Media,Entertainment One,Gerber Pictures
4928814,"You, Me and Him",2017-12-15,2018-03-28 21:26:24.059851,Big Blue Thumb Productions,Head Gear Films,Metrol Technology
6143568,The Humanity Bureau,2018-04-06,2018-03-28 21:26:24.829079,Minds Eye Entertainment,Bridgegate Pictures,VMI Worldwide
4686108,Love Beats Rhymes,2017-12-01,2018-03-28 21:26:25.561807,Codeblack Films,Lionsgate,Spoken Productions
5956100,Tiger Zinda Hai,2017-12-22,2018-03-28 21:26:26.464043,Yash Raj Films
5813366,Bleeding Steel,2017-12-22,2018-03-28 21:26:27.104548,58 Pictures,Dadi Film Group,Funhigh Media Tech,Heyi Pictures,Heyi Pictures,Jetsen Huashi Cultural Media,Sparkle Roll Media,Village Roadshow Pictures Asia,Village Roadshow Pictures Asia,WanDa Pictures
6185998,The Executioners,2018-03-27,2018-03-28 21:26:27.973705,BIC Production,Explorer Entertainment srl,Smoke Hammer Media,Voltage Pictures,West Arts
6643972,Triple Threat,unknow,2018-03-28 21:26:28.630362,Arclight Films,Aurora Alliance Films,Easternlight Films,Hamilton Entertainment,Kungfuman Culture Media,SC Films Thailand Co
3300980,Den 12. mann,2017-12-25,2018-03-28 21:26:30.065323,Nordisk Film Production AS,Zwart Arbeid
7160070,Singwa hamgge,2017-12-20,2018-03-28 21:26:30.847623,Dexter Studios,Realies Pictures
