0491203,Tulip Fever,2017-09-01,2018-04-03 20:26:26.903267,Worldview Entertainment,Paramount Pictures,Ruby Films
5390504,Detroit,2017-08-04,2018-04-03 20:26:28.565379,Annapurna Pictures,First Light Production,Page 1
0460890,The Only Living Boy in New York,2017-08-11,2018-04-03 20:26:32.016062,Big Indie Pictures,Amazon Studios,Bona Fide Productions
4181782,The Crucifixion,2017-10-06,2018-04-03 20:26:33.813330,Motion Picture Capital,Poznan Film Group,Premiere Picture,"Safran Company, The"
4365566,Ghost House,2017-08-25,2018-04-03 20:26:35.778049,KNR Productions,Benetone Films,Benetone Hillin Entertainment
6014472,S.W.A.T.: Under Siege,2017-08-01,2018-04-03 20:26:37.580324,Destination Films,Original Film
3710966,Hello Again,2017-11-08,2018-04-03 20:26:40.409074,SPEAKproductions,Martian Entertainment
4537888,The Monster Project,2017-08-18,2018-04-03 20:26:41.279408
7012864,Lowlife,2017-11-04,2018-04-03 20:26:46.518123
6568188,Sleeping Beauties,2017,2018-04-03 20:26:47.136993,Retromedia Entertainment
7631786,Charlotte,2017,2018-04-03 20:26:49.042776,Ruthless Studios
5126730,A Good Dream,2017-08-30,2018-04-03 20:27:22.076317,Doe-Eyed Pictures,Plural Image Films
5521724,Kid West,2017-08-25,2018-04-03 20:27:46.761207
