2406566,Atomic Blonde,2017-07-28,2018-04-03 20:09:50.540643,87Eleven,Closed on Mondays Entertainment,Denver and Delilah Productions,Film i Väst,Sierra / Affinity,T.G.I.M Films
3890160,Baby Driver,2017-06-28,2018-04-03 20:09:51.208560,TriStar Pictures,Media Rights Capital (MRC),Double Negative,Big Talk Productions,Working Title Films
5859238,Lucky,2017-09-29,2018-04-03 20:09:56.327448,Superlative Films,Divide / Conquer,"Lagralane Group, The"
1730768,The Zookeeper's Wife,2017-04-07,2018-04-03 20:09:58.833135,Scion Films,Czech Anglo Productions,LD Entertainment,Rowe / Miller Productions
4400994,The Ballad of Lefty Brown,2017-12-15,2018-04-03 20:10:00.697528,Higher Content,Om Films,Armian Pictures
5091530,M.F.A.,2017-10-13,2018-04-03 20:10:01.240250,Villainess Productions,GTE Productions,Syncretic Entertainment
2398241,Smurfs: The Lost Village,2017-04-07,2018-04-03 20:10:02.740399,Columbia Pictures,Kerner Entertainment Company,LStar Capital,Sony Pictures Animation,Wanda Pictures
3859272,Tragedy Girls,2017-10-20,2018-04-03 20:10:03.643221,It's The Comeback Kids,New Artist Pictures,Ardor Pictures,Dawn's Light
4348012,Mayhem,2017-11-10,2018-04-03 20:10:04.180057,Circle of Confusion,Royal Viking Entertainment
4866448,Most Beautiful Island,2017-11-03,2018-04-03 20:10:06.959389,Glass Eye Pix,Palomo Films
3501112,Security,2017,2018-04-03 20:10:08.374192,Millennium Films,Nu Boyana Film Studios,Security Productions
5460530,Vengeance: A Love Story,2017-09-15,2018-04-03 20:10:09.019286,Patriot Pictures,Hannibal Classics,Justice Everywhere Productions,Martini Films,Saturn Films
5189894,68 Kill,2017-08-04,2018-04-03 20:10:10.760897,Snowfort Pictures,AMP International
5717492,Small Crimes,2017-04-28,2018-04-03 20:10:12.330512,Rooks Nest Entertainment,FAIRMOUNT FILMS,Backup Media,Paradise City,Rumble Films (II)
3155328,Win It All,2017-04-07,2018-04-03 20:10:12.859444,Forager Films,Garrett Doubles Down,Netflix
2088950,This Is Your Death,2017-09-15,2018-04-03 20:10:16.785268,Dobre Films,Lighthouse Pictures,Weedon Media
4556370,Altitude,2017-04-14,2018-04-03 20:10:18.254829,Switzer Entertainment Group,Taylor & Dodge,Safier Entertainment,Hollywood Media Bridge,Alpha Hollywood Studios,Black Sky Films,Boundless Pictures,Dawn's Light,Firebrand,Rough Cut Films (II),Tilt/Shift Films
6212496,Mr. Roosevelt,2017-11-22,2018-04-03 20:10:18.757414,Beachside Films,Sleepy Sheep,Revelator Productions
5047336,The Light of the Moon,2017-11-01,2018-04-03 20:10:21.525132,Stedfast Productions
5873672,The Student,2017,2018-04-03 20:10:25.345730,Cartel Pictures
5974626,One of Us,2017,2018-04-03 20:10:28.725422
5328952,Signature Move,2017-10-13,2018-04-03 20:10:29.775925,Chicago Film Project,Full Spectrum Features,Black Apple Media
5212918,A Bad Idea Gone Wrong,2017-12-01,2018-04-03 20:10:35.295060,Red Entertainment,Ten Acre Films
5806646,The Archer,2017-10-24,2018-04-03 20:10:38.497790,MarVista Entertainment
5067958,Easy Living,2017-09-19,2018-04-03 20:10:41.589559,Bay Bridge Productions Inc.,Green Ray Films,Salem Street Entertainment,UnLTD Productions
6032878,The Wrong Mother,2017-04-08,2018-04-03 20:10:42.456176,Cartel Pictures,The Cartel
4688446,Shuddhi,2017-04-21,2018-04-03 20:10:47.446759,Saanvi Pictures
3962984,The Black Prince,2017-07-21,2018-04-03 20:10:48.347998,Brillstein Entertainment Partners,Firdaus Production
6459382,Sylvio,2017-10-12,2018-04-03 20:10:50.866259,Dogfish Pictures,Privateer Entertainment,Salem Street Entertainment,UnLTD Productions
3212026,The Price,2017-11-10,2018-04-03 20:10:52.501521,Hacienda Motion Picture Company,Infinitum Productions,Ten on 5 Productions,Water's End Productions
4848010,Fits and Starts,2017-12-05,2018-04-03 20:10:54.850838,Free Architect Film,Armian Pictures
5198868,Robo-Dog: Airborne,2017-05-04,2018-04-03 20:10:59.163380,In The Dark Entertainment,Prism Entertainment
4922524,Flesh and Blood,2017-11-10,2018-04-03 20:11:03.376739,Poor Rich Kids
6218440,Maya Dardel,2017-10-27,2018-04-03 20:11:05.320782,"Winter Film Company, The",Greyshack Films,Message Film
3811244,The Wedding Invitation,2017,2018-04-03 20:11:08.938898,It's Raining Films,Narmartini Pictures
4109632,A Million Happy Nows,2017,2018-04-03 20:11:11.080493,Open Book Productions,Perfect Features
4746216,Pope,2017,2018-04-03 20:11:28.454943,Film Village
5804412,Landline,2017-04-04,2018-04-03 20:11:33.851201,1837 Productions
5126178,Chasing the Star,2017-09-05,2018-04-03 20:11:38.650472,Collective Development
3492978,Her Little Secret,2017,2018-04-03 20:12:26.416218,20/20 Vizion Entertainment,Sleepy Eye Films
