5052448,Get Out,2017-02-24,2018-04-03 20:02:12.735770,Universal Pictures,Blumhouse Productions,QC Entertainment,Monkeypaw Productions,Dentsu,Fuji Television Network
5362988,Wind River,2017-08-18,2018-04-03 20:02:14.251553,Acacia Filmed Entertainment,Film 44,Savvy Media Holdings,Thunder Road Pictures
4425200,John Wick: Chapter 2,2017-02-10,2018-04-03 20:02:15.020235,Summit Entertainment,TIK Films,Thunder Road Pictures,87Eleven,Lionsgate
5462602,The Big Sick,2017-07-14,2018-04-03 20:02:15.870472,Apatow Productions,FilmNation Entertainment,Story Ink
2396589,Mudbound,2017-11-17,2018-04-03 20:02:18.211005,Armory Films,ArtImage Entertainment,Black Bear Pictures,Elevated Films (II),MACRO,MMC Joule Films,Zeal Media
6265828,A Ghost Story,2017-07-27,2018-04-03 20:02:19.726822,Sailor Bear,Zero Trans Fat Productions,Ideaman Studios
5962210,Ingrid Goes West,2017-08-25,2018-04-03 20:02:20.384941,Mighty Engine,Star Thrower Entertainment,141 Entertainment
1691916,Before I Fall,2017-03-03,2018-04-03 20:02:21.002300,Awesomeness Films,Jon Shestack Productions
6408226,Newness,2017-11-03,2018-04-03 20:02:21.541256,Lost City,Scott Free Productions
5666304,The Little Hours,2017-06-30,2018-04-03 20:02:22.364666,Bow and Arrow Entertainment,Concourse Media,Destro Films,Dublab Media,Exhibit,Foton Pictures,Productivity Media,StarStream Media
5541240,To the Bone,2017-07-14,2018-04-03 20:02:24.492969,AMBI Group,Sparkhouse Media,Mockingbird Pictures,Foxtail Entertainment,BondIt,To The Bone Productions
4720702,Bushwick,2017-08-25,2018-04-03 20:02:25.092493,Bullet Pictures,Mensch Productions,Ralfish Films,XYZ Films
5112578,Super Dark Times,2017-09-29,2018-04-03 20:02:27.456193,Ways & Means,Neighborhood Watch,Lila 9th Productions,Higher Content,Om Films
5710514,I Don't Feel at Home in This World Anymore.,2017-02-24,2018-04-03 20:02:28.005764,Film Science,XYZ Films
6069264,Bitch,2017-11-10,2018-04-03 20:02:28.586672,Company X,MarVista Entertainment,SpectreVision,Tunnel Post
