3480662,Flay,2017,2018-04-03 20:50:03.102547,Phame Factory
3344686,Viena and the Fantomes,2017,2018-04-03 20:50:03.698354,Lola Pictures,Silver State Production Services,Verisimilitude
6970616,Deadly Delusion,2017,2018-04-03 20:50:10.669882,Formula Features
5460880,Ideal Home,2017,2018-04-03 20:50:13.187057,Remstar Studios,Baby Cow Films,Indieproduction,Lucky Monkey Pictures,Mustard & Co
6105774,The Reliant,2017,2018-04-03 20:50:21.390241
5940448,Black Creek,2017,2018-04-03 20:50:23.961673,Cyfuno Ventures,Last British Dragon
3748918,Malevolent,2017,2018-04-03 20:50:26.781594,"Coverage, Ink"
4194558,Altar Rock,2017,2018-04-03 20:50:27.450980,Moody Independent,Productivity Media
6118340,The Basement,2017,2018-04-03 20:50:38.945231,"Conley Company, The"
6460276,My Daddy's in Heaven,2017,2018-04-03 20:50:40.658691,Daddy's Girl Pictures,Voyage Media
4111956,A World Away,2017,2018-04-03 20:50:41.445341,Cahuenga Pictures,Three Flames Pictures
2574538,Until We Meet Again,2017,2018-04-03 20:50:45.454778,RoadReady Productions
2139869,Family Games,2017,2018-04-03 20:50:51.297113,Barenholtz Productions
5634962,Confessions of a Teenage Jesus Jerk,2017,2018-04-03 20:50:52.717937,Trees of Shade
4012916,The Green Ghost,2017,2018-04-03 20:50:56.515237,Mutt Productions,Zaror Entertainment
6034774,Loophole,2017,2018-04-03 20:50:58.413049,Hostetler/Bromme Productions
6268324,The American Connection,2017,2018-04-03 20:51:01.443469
2717870,Chuck Hank and the San Diego Twins,2017,2018-04-03 20:51:09.613575,Coatwolf Productions,New Artists Alliance,Caliber Media Company,Alpha Studios (II),T Minus Productions
3127016,Sharon 1.2.3.,2017,2018-04-03 20:51:12.515655,JuntoBox Films,S3 Productions
3314584,Garlic & Gunpowder,2017,2018-04-03 20:51:14.589139,Capital Alliance Productions,Entertainment Factory
5588938,Gold Dust,2017,2018-04-03 20:51:19.367417,Oculi Entertainment
3387174,Night of the Living Dead: Genesis,2017,2018-04-03 20:51:22.437491,Rough Cut Films (II)
3289804,The Beautiful Ones,2017,2018-04-03 20:51:23.135563,Beautiful Ones Productions
6317180,Radium Girls,2017,2018-04-03 20:51:28.131211,Cine Mosaic
