0451279,Wonder Woman,2017-06-02,2018-04-03 20:18:21.571621,Warner Bros.,Atlas Entertainment,Cruel & Unusual Films,DC Entertainment,Dune Entertainment,Tencent Pictures,Wanda Pictures
5649144,The Florida Project,2017-11-10,2018-04-03 20:18:22.898058,Cre Film,Freestyle Picture Company,June Pictures,Sweet Tomato Films
5592248,The Beguiled,2017-06-30,2018-04-03 20:18:25.258746,American Zoetrope,FR Productions
5715874,The Killing of a Sacred Deer,2017-11-03,2018-04-03 20:18:27.426269,Element Pictures,A24,Film4
2345759,The Mummy,2017-06-09,2018-04-03 20:18:28.076873,Universal Pictures,Dark Universe,Dentsu,Perfect World Pictures (Beijing),Sean Daniel Company,Secret Hideout
5208216,Wonderstruck,2017-10-20,2018-04-03 20:18:29.054163,Amazon Studios,Cinetic Media,FilmNation Entertainment,Killer Films,Picrow
4846232,Good Time,2017-08-25,2018-04-03 20:18:29.772494,Elara Pictures,Rhea Films (II)
2932536,47 Meters Down,2017-06-16,2018-04-03 20:18:31.189348,thefyzz,Tea Shop & Film Company,Entertainment Studios Motion Pictures,Dimension Films,Altitude Film Sales,Dragon Root Securities,Flexibon Films,Lantica Media
3967856,Okja,2017-06-28,2018-04-03 20:18:31.818217,Kate Street Picture Company,Lewis Pictures,Plan B Entertainment
2531334,Keep Watching,2017-10-31,2018-04-03 20:18:33.920697,Voltage Pictures
5536736,The Meyerowitz Stories (New and Selected),2017-10-13,2018-04-03 20:18:34.930061,Netflix,IAC Films,Gilded Halfwing
3296908,The Man with the Iron Heart,2017,2018-04-03 20:18:35.754792,Echo Lake Entertainment,Cutting Edge Group,Légende Films,Nexus Factory,Red Crown Productions
4899370,Megan Leavey,2017-06-09,2018-04-03 20:18:38.003128,LD Entertainment,Calle Cruzada
1458169,Kidnap,2017-08-04,2018-04-03 20:18:39.225435,Di Bonaventura Pictures,Gold Star Films,606 Films,Ingenious Media,Lotus Entertainment (I),Rumble Entertainment,Well Go USA Entertainment
6053440,Princess Cyd,2017-11-03,2018-04-03 20:18:41.806852,Sunroom Pictures
6359974,Cinderella's Hot Night,2017,2018-04-03 20:18:43.421615,Retromedia Entertainment
5157052,Nightworld,2017-10-20,2018-04-03 20:18:46.609098,Open Frames,Global Group
5464234,Kill Switch,2017-06-16,2018-04-03 20:18:47.589037,CTM Productions BV,FilmNation Entertainment,RainMaker Films,SquareOne Entertainment
5044656,The Shadow Effect,2017-07-13,2018-04-03 20:18:50.785677,DV3 Productions,Status Media & Entertainment
3923004,Lake Alice,2017-07-18,2018-04-03 20:19:04.198120,Gas Lamp Entertainment,Glass Horse Films
4828330,Red Eye,2017,2018-04-03 20:19:05.941998,Cyfuno Ventures
5873216,They,2017-10-13,2018-04-03 20:19:08.984978,Mass Ornament Films
5377624,"Kingdom of Gladiators, the Tournament",2017,2018-04-03 20:19:24.169133,DOMA Entertainment,KnokX Pro Entertainment,Widescreen Pictures,Wonderphil Entertainment
5983362,Sense of Urgency,2017,2018-04-03 20:19:39.688581,GodZone Ministry,Saving Oscar Productions
6287252,Graveyard Stories,2017,2018-04-03 20:19:44.951274
3992838,Conflict of Interest,2017,2018-04-03 20:19:48.020294,BCB Records & Productions,T Ford Model Productions,T Ford Model Productions
4513110,Entropy,2017-06-23,2018-04-03 20:20:05.915927,Gorillabear Cinema
3780588,Yesterday Last Year,2017-06-21,2018-04-03 20:20:27.501177,Well-Drawn Dog Productions,Next Level Media Group,Filmstormers Entertainment
3949186,Losing Breen,2017,2018-04-03 20:20:31.261123,Slaven Pictures
